izoneareaid,level,vroleid,expchange,expreason,expsubreason,mapid,sumexp,,54939
1204,44,0X04B402013C336A85,140,20,0,21,222483,,
1204,44,0X04B402013C336A85,134,20,0,21,222617,,
1204,44,0X04B402013C336A85,140,20,0,21,222897,,
1204,44,0X04B402013C336A85,134,20,0,21,223299,,
1204,44,0X04B402013C336A85,134,20,0,21,223031,,
1204,44,0X04B402013C336A85,134,20,0,21,223165,,
1204,44,0X04B402013C336A85,140,20,0,21,223713,,
1204,44,0X04B402013C336A85,134,20,0,21,223433,,
1204,44,0X04B402013C336A85,140,20,0,21,223573,,
1204,44,0X04B402013C336A85,140,20,0,21,223853,,
1204,44,0X04B402013C336A85,134,20,0,21,223987,,
1204,44,0X04B402013C336A85,134,20,0,21,224121,,
1204,44,0X04B402013C336A85,134,20,0,21,224255,,
1204,44,0X04B402013C336A85,140,20,0,21,224395,,
1204,44,0X04B402013C336A85,134,20,0,21,224529,,
1204,44,0X04B402013C336A85,140,20,0,21,224669,,
1204,39,0X04B402013C336A85,138,20,0,21,174427,,
1204,39,0X04B402013C336A85,138,20,0,21,174565,,
1204,39,0X04B402013C336A85,133,20,0,21,174969,,
1204,39,0X04B402013C336A85,133,20,0,21,174698,,
1204,39,0X04B402013C336A85,138,20,0,21,174836,,
1204,39,0X04B402013C336A85,133,20,0,21,175102,,
1204,39,0X04B402013C336A85,138,20,0,21,175378,,
1204,39,0X04B402013C336A85,133,20,0,21,175511,,
1204,39,0X04B402013C336A85,138,20,0,21,175240,,
1204,39,0X04B402013C336A85,138,20,0,21,175782,,
1204,39,0X04B402013C336A85,133,20,0,21,175915,,
1204,39,0X04B402013C336A85,133,20,0,21,175644,,
1204,39,0X04B402013C336A85,138,20,0,21,176053,,
1204,39,0X04B402013C336A85,138,20,0,21,176191,,
1204,39,0X04B402013C336A85,138,20,0,21,176329,,
1204,39,0X04B402013C336A85,138,20,0,21,176467,,
1204,39,0X04B402013C336A85,133,20,0,21,176600,,
1204,39,0X04B402013C336A85,133,20,0,21,176733,,
1204,39,0X04B402013C336A85,133,20,0,21,177137,,
1204,39,0X04B402013C336A85,138,20,0,21,177004,,
1204,39,0X04B402013C336A85,133,20,0,21,177270,,
1204,39,0X04B402013C336A85,133,20,0,21,176866,,
1204,39,0X04B402013C336A85,138,20,0,21,177408,,
1204,39,0X04B402013C336A85,138,20,0,21,177817,,
1204,39,0X04B402013C336A85,138,20,0,21,177955,,
1204,39,0X04B402013C336A85,133,20,0,21,177679,,
1204,39,0X04B402013C336A85,138,20,0,21,177546,,
1204,39,0X04B402013C336A85,138,20,0,21,178226,,
1204,39,0X04B402013C336A85,133,20,0,21,178088,,
1204,39,0X04B402013C336A85,133,20,0,21,178630,,
1204,39,0X04B402013C336A85,138,20,0,21,178906,,
1204,38,0X04B402013C336A85,133,20,0,21,475848,,
1204,38,0X04B402013C336A85,138,20,0,21,475986,,
1204,38,0X04B402013C336A85,138,20,0,21,476124,,
1204,38,0X04B402013C336A85,138,20,0,21,476395,,
1204,38,0X04B402013C336A85,138,20,0,21,476533,,
1204,38,0X04B402013C336A85,133,20,0,21,476257,,
1204,38,0X04B402013C336A85,138,20,0,21,476671,,
1204,38,0X04B402013C336A85,133,20,0,21,476937,,
1204,38,0X04B402013C336A85,133,20,0,21,476804,,
1204,38,0X04B402013C336A85,133,20,0,21,477070,,
1204,38,0X04B402013C336A85,133,20,0,21,477341,,
1204,38,0X04B402013C336A85,138,20,0,21,477208,,
1204,38,0X04B402013C336A85,138,20,0,21,477755,,
1204,38,0X04B402013C336A85,138,20,0,21,477479,,
1204,38,0X04B402013C336A85,133,20,0,21,477888,,
1204,38,0X04B402013C336A85,138,20,0,21,477617,,
1204,38,0X04B402013C336A85,138,20,0,21,478026,,
1204,38,0X04B402013C336A85,133,20,0,21,478159,,
1204,38,0X04B402013C336A85,133,20,0,21,478292,,
1204,38,0X04B402013C336A85,138,20,0,21,478563,,
1204,38,0X04B402013C336A85,133,20,0,21,478425,,
1204,38,0X04B402013C336A85,138,20,0,21,478839,,
1204,38,0X04B402013C336A85,133,20,0,21,478972,,
1204,38,0X04B402013C336A85,138,20,0,21,478701,,
1204,47,0X04B402013C336A85,1014,128,94,104,833427,,
1204,47,0X04B402013C336A85,1014,128,94,104,838497,,
1204,47,0X04B402013C336A85,1014,128,94,104,840525,,
1204,48,0X04B402013C336A85,1,20,0,27,128372,,
1204,48,0X04B402013C336A85,1,20,0,27,128376,,
1204,48,0X04B402013C336A85,8096,10,16,27,136478,,
1204,46,0X04B402013C336A85,8,20,0,351,910527,,
1204,46,0X04B402013C336A85,8,20,0,351,910551,,
1204,46,0X04B402013C336A85,8,20,0,351,910559,,
1204,46,0X04B402013C336A85,8,20,0,351,910591,,
1204,46,0X04B402013C336A85,8,20,0,351,910607,,
1204,46,0X04B402013C336A85,8,20,0,351,910575,,
1204,46,0X04B402013C336A85,8,20,0,351,910599,,
1204,46,0X04B402013C336A85,8,20,0,351,910647,,
1204,46,0X04B402013C336A85,8,20,0,351,910639,,
1204,46,0X04B402013C336A85,8,20,0,351,910623,,
1204,46,0X04B402013C336A85,8,20,0,351,910631,,
1204,46,0X04B402013C336A85,8,20,0,351,910615,,
1204,46,0X04B402013C336A85,8,20,0,351,910671,,
1204,46,0X04B402013C336A85,8,20,0,351,910655,,
1204,46,0X04B402013C336A85,8,20,0,351,910663,,
1204,46,0X04B402013C336A85,8,20,0,351,910695,,
1204,46,0X04B402013C336A85,8,20,0,351,910679,,
1204,46,0X04B402013C336A85,8,20,0,351,910727,,
1204,46,0X04B402013C336A85,8,20,0,351,910687,,
1204,46,0X04B402013C336A85,8,20,0,351,910703,,
1204,46,0X04B402013C336A85,8,20,0,351,910711,,
1204,46,0X04B402013C336A85,8,20,0,351,910735,,
1204,46,0X04B402013C336A85,8,20,0,351,910751,,
1204,47,0X04B402013C336A85,5984,10,16,15,376313,,
1204,47,0X04B402013C336A85,6336,10,16,10,382649,,
1204,47,0X04B402013C336A85,2,20,0,15,647841,,
1204,47,0X04B402013C336A85,2,20,0,15,647839,,
1204,46,0X04B402013C336A85,5,20,0,351,923404,,
1204,46,0X04B402013C336A85,5,20,0,351,923434,,
1204,47,0X04B402013C336A85,1014,128,94,104,869931,,
1204,47,0X04B402013C336A85,595,122,144,104,877686,,
1204,47,0X04B402013C336A85,595,122,144,104,878281,,
1204,39,0X04B402013C336A85,133,20,0,21,69021,,
1204,39,0X04B402013C336A85,138,20,0,21,69159,,
1204,39,0X04B402013C336A85,133,20,0,21,69292,,
1204,39,0X04B402013C336A85,133,20,0,21,69425,,
1204,39,0X04B402013C336A85,133,20,0,21,69558,,
1204,39,0X04B402013C336A85,138,20,0,21,69696,,
1204,39,0X04B402013C336A85,133,20,0,21,69967,,
1204,39,0X04B402013C336A85,138,20,0,21,70105,,
1204,39,0X04B402013C336A85,138,20,0,21,69834,,
1204,39,0X04B402013C336A85,138,20,0,21,70376,,
1204,39,0X04B402013C336A85,138,20,0,21,70785,,
1204,39,0X04B402013C336A85,133,20,0,21,70238,,
1204,39,0X04B402013C336A85,133,20,0,21,70509,,
1204,39,0X04B402013C336A85,138,20,0,21,71056,,
1204,39,0X04B402013C336A85,138,20,0,21,70647,,
1204,39,0X04B402013C336A85,133,20,0,21,71455,,
1204,39,0X04B402013C336A85,133,20,0,21,71189,,
1204,39,0X04B402013C336A85,133,20,0,21,70918,,
1204,39,0X04B402013C336A85,133,20,0,21,71322,,
1204,39,0X04B402013C336A85,138,20,0,21,72002,,
1204,39,0X04B402013C336A85,138,20,0,21,71731,,
1204,39,0X04B402013C336A85,138,20,0,21,71593,,
1204,39,0X04B402013C336A85,138,20,0,21,72140,,
1204,39,0X04B402013C336A85,133,20,0,21,71864,,
1204,39,0X04B402013C336A85,133,20,0,21,72273,,
1204,39,0X04B402013C336A85,138,20,0,21,72411,,
1204,39,0X04B402013C336A85,133,20,0,21,72682,,
1204,39,0X04B402013C336A85,138,20,0,21,72549,,
1204,39,0X04B402013C336A85,133,20,0,21,72815,,
1204,39,0X04B402013C336A85,138,20,0,21,80822,,
1204,39,0X04B402013C336A85,138,20,0,21,80408,,
1204,39,0X04B402013C336A85,138,20,0,21,80546,,
1204,39,0X04B402013C336A85,133,20,0,21,81093,,
1204,39,0X04B402013C336A85,138,20,0,21,80960,,
1204,39,0X04B402013C336A85,138,20,0,21,81364,,
1204,39,0X04B402013C336A85,133,20,0,21,81497,,
1204,39,0X04B402013C336A85,133,20,0,21,81226,,
1204,39,0X04B402013C336A85,138,20,0,21,81635,,
1204,39,0X04B402013C336A85,138,20,0,21,82039,,
1204,39,0X04B402013C336A85,133,20,0,21,81901,,
1204,39,0X04B402013C336A85,133,20,0,21,81768,,
1204,39,0X04B402013C336A85,138,20,0,21,82177,,
1204,39,0X04B402013C336A85,133,20,0,21,82448,,
1204,39,0X04B402013C336A85,138,20,0,21,82315,,
1204,39,0X04B402013C336A85,133,20,0,21,82581,,
1204,39,0X04B402013C336A85,138,20,0,21,82719,,
1204,39,0X04B402013C336A85,133,20,0,21,82852,,
1204,39,0X04B402013C336A85,133,20,0,21,83123,,
1204,39,0X04B402013C336A85,138,20,0,21,82990,,
1204,39,0X04B402013C336A85,138,20,0,21,83532,,
1204,39,0X04B402013C336A85,133,20,0,21,83256,,
1204,39,0X04B402013C336A85,138,20,0,21,83394,,
1204,39,0X04B402013C336A85,133,20,0,21,83665,,
1204,48,0X04B402013C336A85,2,20,0,10,796253,,
1204,48,0X04B402013C336A85,12512,10,16,15,820921,,
1204,47,0X04B402013C336A85,5280,10,16,15,169512,,
1204,47,0X04B402013C336A85,2,20,0,15,212832,,
1204,47,0X04B402013C336A85,3872,10,16,10,223406,,
1204,46,0X04B402013C336A85,2,20,0,15,919339,,
1204,46,0X04B402013C336A85,2,20,0,15,919341,,
1204,40,0X04B402013C336A85,20,128,99,1,510707,,
1204,40,0X04B402013C336A85,8885,10,10,1,519592,,
1204,40,0X04B402013C336A85,8885,10,10,1,528477,,
1204,40,0X04B402013C336A85,4,20,0,27,510687,,
1204,39,0X04B402013C336A85,13,20,0,21,219266,,
1204,39,0X04B402013C336A85,13,20,0,21,219279,,
1204,39,0X04B402013C336A85,13,20,0,21,219240,,
1204,39,0X04B402013C336A85,13,20,0,21,219292,,
1204,39,0X04B402013C336A85,13,20,0,21,219305,,
1204,39,0X04B402013C336A85,13,20,0,21,219253,,
1204,39,0X04B402013C336A85,13,20,0,21,219318,,
1204,39,0X04B402013C336A85,13,20,0,21,219331,,
1204,39,0X04B402013C336A85,13,20,0,21,219344,,
1204,39,0X04B402013C336A85,13,20,0,21,219357,,
1204,39,0X04B402013C336A85,13,20,0,21,219383,,
1204,39,0X04B402013C336A85,13,20,0,21,219396,,
1204,39,0X04B402013C336A85,13,20,0,21,219409,,
1204,39,0X04B402013C336A85,13,20,0,21,219370,,
1204,39,0X04B402013C336A85,13,20,0,21,219435,,
1204,39,0X04B402013C336A85,13,20,0,21,219448,,
1204,39,0X04B402013C336A85,13,20,0,21,219422,,
1204,39,0X04B402013C336A85,13,20,0,21,219474,,
1204,39,0X04B402013C336A85,13,20,0,21,219487,,
1204,39,0X04B402013C336A85,13,20,0,21,219461,,
1204,48,0X04B402013C336A85,12144,10,16,10,1017127,,
1204,48,0X04B402013C336A85,11776,10,16,10,1004983,,
1204,48,0X04B402013C336A85,12880,10,16,15,1042519,,
1204,49,0X04B402013C336A85,2,20,0,15,194083,,
1204,46,0X04B402013C336A85,4,20,0,10,908447,,
1204,46,0X04B402013C336A85,17,20,0,34,932194,,
1204,47,0X04B402013C336A85,17,20,0,34,932226,,
1204,46,0X04B402013C336A85,17,20,0,34,929821,,
1204,46,0X04B402013C336A85,17,20,0,34,930132,,
1204,46,0X04B402013C336A85,15,20,0,34,930179,,
1204,46,0X04B402013C336A85,20,20,0,34,926711,,
1204,46,0X04B402013C336A85,22,20,0,34,926817,,
1204,46,0X04B402013C336A85,13,20,0,21,917673,,
1204,46,0X04B402013C336A85,13,20,0,21,917699,,
1204,46,0X04B402013C336A85,13,20,0,21,917686,,
1204,46,0X04B402013C336A85,15,20,0,34,918979,,
1204,46,0X04B402013C336A85,17,20,0,34,918964,,
1204,46,0X04B402013C336A85,13,20,0,21,918206,,
1204,47,0X04B402013C336A85,716,122,144,104,924963,,
1204,47,0X04B402013C336A85,716,122,144,104,925679,,
1204,47,0X04B402013C336A85,723,122,144,104,927780,,
1204,47,0X04B402013C336A85,790,122,144,104,936371,,
1204,36,0X04B402013C336A85,2384,20,0,878,387613,,
1204,36,0X04B402013C336A85,2384,20,0,878,394765,,
1204,36,0X04B402013C336A85,2384,20,0,878,392381,,
1204,36,0X04B402013C336A85,2384,20,0,878,397149,,
1204,36,0X04B402013C336A85,2384,20,0,878,399533,,
1204,37,0X04B402013C336A85,2384,20,0,878,3413,,
1204,37,0X04B402013C336A85,2384,20,0,878,401917,,
1204,37,0X04B402013C336A85,2384,20,0,878,8181,,
1204,37,0X04B402013C336A85,2384,20,0,878,5797,,
1204,37,0X04B402013C336A85,2384,20,0,878,10565,,
1204,37,0X04B402013C336A85,2384,20,0,878,12949,,
1204,37,0X04B402013C336A85,2384,20,0,878,15333,,
1204,37,0X04B402013C336A85,2384,20,0,878,20101,,
1204,37,0X04B402013C336A85,2384,20,0,878,17717,,
1204,37,0X04B402013C336A85,2384,20,0,878,22485,,
1204,37,0X04B402013C336A85,2384,20,0,878,27253,,
1204,37,0X04B402013C336A85,2384,20,0,878,24869,,
1204,37,0X04B402013C336A85,2384,20,0,878,29637,,
1204,37,0X04B402013C336A85,2384,20,0,878,34405,,
1204,37,0X04B402013C336A85,2384,20,0,878,32021,,
1204,46,0X04B402013C336A85,1344,20,0,878,779155,,
1204,46,0X04B402013C336A85,1344,20,0,878,780499,,
1204,46,0X04B402013C336A85,1344,20,0,878,781843,,
1204,46,0X04B402013C336A85,1344,20,0,878,783187,,
1204,46,0X04B402013C336A85,1344,20,0,878,785875,,
1204,46,0X04B402013C336A85,1344,20,0,878,834259,,
1204,46,0X04B402013C336A85,1344,20,0,878,831571,,
1204,46,0X04B402013C336A85,1344,20,0,878,832915,,
1204,46,0X04B402013C336A85,13,20,0,21,917413,,
1204,46,0X04B402013C336A85,13,20,0,21,917426,,
1204,46,0X04B402013C336A85,13,20,0,21,917452,,
1204,46,0X04B402013C336A85,13,20,0,21,917439,,
1204,40,0X04B402013C336A85,6,20,0,15,528489,,
1204,40,0X04B402013C336A85,1,20,0,27,528490,,
1204,44,0X04B402013C336A85,4321,20,0,876,799594,,
1204,44,0X04B402013C336A85,864,20,0,876,800458,,
1204,44,0X04B402013C336A85,14,20,0,21,411878,,
1204,44,0X04B402013C336A85,14,20,0,21,411892,,
1204,44,0X04B402013C336A85,13,20,0,21,411905,,
1204,44,0X04B402013C336A85,14,20,0,21,411919,,
1204,44,0X04B402013C336A85,13,20,0,21,411932,,
1204,44,0X04B402013C336A85,14,20,0,21,411946,,
1204,44,0X04B402013C336A85,14,20,0,21,411987,,
1204,44,0X04B402013C336A85,13,20,0,21,411959,,
1204,44,0X04B402013C336A85,14,20,0,21,411973,,
1204,44,0X04B402013C336A85,14,20,0,21,412015,,
1204,44,0X04B402013C336A85,14,20,0,21,412001,,
1204,44,0X04B402013C336A85,14,20,0,21,412042,,
1204,44,0X04B402013C336A85,13,20,0,21,412028,,
1204,44,0X04B402013C336A85,13,20,0,21,405417,,
1204,44,0X04B402013C336A85,14,20,0,21,405431,,
1204,44,0X04B402013C336A85,14,20,0,21,405445,,
1204,44,0X04B402013C336A85,14,20,0,21,405459,,
1204,48,0X04B402013C336A85,2,20,0,10,203514,,
1204,48,0X04B402013C336A85,2,20,0,10,220834,,
1204,48,0X04B402013C336A85,2,20,0,10,220848,,
1204,48,0X04B402013C336A85,9568,10,16,15,38178,,
1204,48,0X04B402013C336A85,1,20,0,27,48488,,
1204,44,0X04B402013C336A85,14,20,0,21,405867,,
1204,44,0X04B402013C336A85,14,20,0,21,405881,,
1204,44,0X04B402013C336A85,13,20,0,21,405894,,
1204,44,0X04B402013C336A85,14,20,0,21,405908,,
1204,44,0X04B402013C336A85,13,20,0,21,405921,,
1204,44,0X04B402013C336A85,14,20,0,21,405949,,
1204,44,0X04B402013C336A85,13,20,0,21,407002,,
1204,44,0X04B402013C336A85,13,20,0,21,407015,,
1204,44,0X04B402013C336A85,14,20,0,21,407029,,
1204,44,0X04B402013C336A85,14,20,0,21,407043,,
1204,44,0X04B402013C336A85,13,20,0,21,407056,,
1204,44,0X04B402013C336A85,14,20,0,21,407070,,
1204,44,0X04B402013C336A85,14,20,0,21,407084,,
1204,44,0X04B402013C336A85,134,20,0,21,329395,,
1204,44,0X04B402013C336A85,134,20,0,21,329529,,
1204,44,0X04B402013C336A85,140,20,0,21,329669,,
1204,44,0X04B402013C336A85,140,20,0,21,329809,,
1204,44,0X04B402013C336A85,140,20,0,21,329949,,
1204,44,0X04B402013C336A85,134,20,0,21,330083,,
1204,44,0X04B402013C336A85,140,20,0,21,330223,,
1204,44,0X04B402013C336A85,140,20,0,21,365031,,
1204,44,0X04B402013C336A85,140,20,0,21,365171,,
1204,44,0X04B402013C336A85,140,20,0,21,365311,,
1204,44,0X04B402013C336A85,134,20,0,21,365445,,
1204,44,0X04B402013C336A85,134,20,0,21,365579,,
1204,44,0X04B402013C336A85,140,20,0,21,365719,,
1204,47,0X04B402013C336A85,7040,10,16,10,389689,,
1204,47,0X04B402013C336A85,8096,10,16,1,959883,,
1204,47,0X04B402013C336A85,716,122,144,104,873779,,
1204,47,0X04B402013C336A85,716,122,144,104,874495,,
1204,47,0X04B402013C336A85,676,122,144,104,878957,,
1204,47,0X04B402013C336A85,676,122,144,104,879633,,
1204,41,0X04B402013C336A85,931,128,94,104,97203,,
1204,41,0X04B402013C336A85,931,128,94,104,98134,,
1204,41,0X04B402013C336A85,931,128,94,104,99065,,
1204,46,0X04B402013C336A85,12,20,0,21,922464,,
1204,44,0X04B402013C336A85,13,20,0,21,403162,,
1204,44,0X04B402013C336A85,14,20,0,21,403203,,
1204,44,0X04B402013C336A85,14,20,0,21,403176,,
1204,44,0X04B402013C336A85,13,20,0,21,403189,,
1204,44,0X04B402013C336A85,13,20,0,21,403216,,
1204,44,0X04B402013C336A85,14,20,0,21,403244,,
1204,44,0X04B402013C336A85,14,20,0,21,403230,,
1204,44,0X04B402013C336A85,13,20,0,21,403257,,
1204,44,0X04B402013C336A85,13,20,0,21,403270,,
1204,44,0X04B402013C336A85,13,20,0,21,403283,,
1204,44,0X04B402013C336A85,14,20,0,21,402753,,
1204,44,0X04B402013C336A85,13,20,0,21,402766,,
1204,44,0X04B402013C336A85,14,20,0,21,402807,,
1204,44,0X04B402013C336A85,13,20,0,21,402793,,
1204,44,0X04B402013C336A85,14,20,0,21,402780,,
1204,44,0X04B402013C336A85,14,20,0,21,402821,,
1204,44,0X04B402013C336A85,13,20,0,21,402848,,
1204,44,0X04B402013C336A85,14,20,0,21,402835,,
1204,44,0X04B402013C336A85,13,20,0,21,402861,,
1204,44,0X04B402013C336A85,14,20,0,21,402875,,
1204,44,0X04B402013C336A85,14,20,0,21,402889,,
1204,44,0X04B402013C336A85,14,20,0,21,402903,,
1204,44,0X04B402013C336A85,14,20,0,21,402930,,
1204,44,0X04B402013C336A85,13,20,0,21,402916,,
1204,44,0X04B402013C336A85,13,20,0,21,411242,,
1204,44,0X04B402013C336A85,14,20,0,21,411256,,
1204,44,0X04B402013C336A85,14,20,0,21,411270,,
1204,44,0X04B402013C336A85,14,20,0,21,411284,,
1204,44,0X04B402013C336A85,13,20,0,21,411297,,
1204,44,0X04B402013C336A85,13,20,0,21,411310,,
1204,44,0X04B402013C336A85,14,20,0,21,411324,,
1204,44,0X04B402013C336A85,14,20,0,21,411338,,
1204,44,0X04B402013C336A85,13,20,0,21,411351,,
1204,44,0X04B402013C336A85,13,20,0,21,411364,,
1204,44,0X04B402013C336A85,14,20,0,21,411378,,
1204,44,0X04B402013C336A85,14,20,0,21,411392,,
1204,44,0X04B402013C336A85,14,20,0,21,411406,,
1204,44,0X04B402013C336A85,13,20,0,21,411432,,
1204,44,0X04B402013C336A85,13,20,0,21,411419,,
1204,44,0X04B402013C336A85,14,20,0,21,411446,,
1204,44,0X04B402013C336A85,13,20,0,21,411459,,
1204,44,0X04B402013C336A85,13,20,0,21,411472,,
1204,44,0X04B402013C336A85,13,20,0,21,413021,,
1204,44,0X04B402013C336A85,13,20,0,21,413034,,
1204,44,0X04B402013C336A85,14,20,0,21,413062,,
1204,44,0X04B402013C336A85,14,20,0,21,413048,,
1204,44,0X04B402013C336A85,13,20,0,21,413089,,
1204,44,0X04B402013C336A85,14,20,0,21,413076,,
1204,44,0X04B402013C336A85,14,20,0,21,413117,,
1204,44,0X04B402013C336A85,14,20,0,21,413103,,
1204,44,0X04B402013C336A85,13,20,0,21,413158,,
1204,44,0X04B402013C336A85,14,20,0,21,413131,,
1204,44,0X04B402013C336A85,14,20,0,21,413145,,
1204,44,0X04B402013C336A85,14,20,0,21,413172,,
1204,44,0X04B402013C336A85,14,20,0,21,413186,,
1204,44,0X04B402013C336A85,268,20,0,21,63873,,
1204,44,0X04B402013C336A85,268,20,0,21,63325,,
1204,44,0X04B402013C336A85,280,20,0,21,63605,,
1204,44,0X04B402013C336A85,280,20,0,21,64153,,
1204,44,0X04B402013C336A85,280,20,0,21,64433,,
1204,44,0X04B402013C336A85,280,20,0,21,64713,,
1204,44,0X04B402013C336A85,268,20,0,21,64981,,
1204,44,0X04B402013C336A85,268,20,0,21,66077,,
1204,44,0X04B402013C336A85,280,20,0,21,65261,,
1204,44,0X04B402013C336A85,268,20,0,21,65529,,
1204,44,0X04B402013C336A85,280,20,0,21,65809,,
1204,44,0X04B402013C336A85,280,20,0,21,66625,,
1204,44,0X04B402013C336A85,280,20,0,21,66905,,
1204,44,0X04B402013C336A85,268,20,0,21,66345,,
1204,44,0X04B402013C336A85,280,20,0,21,67465,,
1204,44,0X04B402013C336A85,280,20,0,21,67185,,
1204,44,0X04B402013C336A85,280,20,0,21,67745,,
1204,44,0X04B402013C336A85,140,20,0,21,179819,,
1204,44,0X04B402013C336A85,140,20,0,21,180775,,
1204,44,0X04B402013C336A85,134,20,0,21,180495,,
1204,44,0X04B402013C336A85,134,20,0,21,180093,,
1204,44,0X04B402013C336A85,140,20,0,21,179959,,
1204,44,0X04B402013C336A85,134,20,0,21,180361,,
1204,44,0X04B402013C336A85,140,20,0,21,182011,,
1204,44,0X04B402013C336A85,140,20,0,21,181323,,
1204,44,0X04B402013C336A85,134,20,0,21,180909,,
1204,44,0X04B402013C336A85,134,20,0,21,180227,,
1204,44,0X04B402013C336A85,134,20,0,21,181871,,
1204,44,0X04B402013C336A85,140,20,0,21,181183,,
1204,44,0X04B402013C336A85,140,20,0,21,181603,,
1204,44,0X04B402013C336A85,140,20,0,21,182291,,
1204,44,0X04B402013C336A85,134,20,0,21,182425,,
1204,44,0X04B402013C336A85,140,20,0,21,180635,,
1204,44,0X04B402013C336A85,134,20,0,21,181043,,
1204,44,0X04B402013C336A85,140,20,0,21,181463,,
1204,44,0X04B402013C336A85,140,20,0,21,182151,,
1204,44,0X04B402013C336A85,134,20,0,21,181737,,
1204,44,0X04B402013C336A85,134,20,0,21,182699,,
1204,44,0X04B402013C336A85,3239,20,0,876,726994,,
1204,44,0X04B402013C336A85,5503,20,0,884,668302,,
1204,48,0X04B402013C336A85,10672,10,16,15,864713,,
1204,48,0X04B402013C336A85,2,20,0,15,887167,,
1204,48,0X04B402013C336A85,3,20,0,15,898978,,
1204,48,0X04B402013C336A85,2,20,0,15,887175,,
1204,48,0X04B402013C336A85,3,20,0,15,898975,,
1204,47,0X04B402013C336A85,2,20,0,10,232232,,
1204,47,0X04B402013C336A85,2,20,0,10,232250,,
1204,47,0X04B402013C336A85,1,20,0,27,289983,,
1204,34,0X04B402013C336A85,17587,10,10,0,88979,,
1204,34,0X04B402013C336A85,2736,121,143,1,91715,,
1204,34,0X04B402013C336A85,2736,121,143,1,94451,,
1204,34,0X04B402013C336A85,2736,121,143,1,97187,,
1204,34,0X04B402013C336A85,2736,121,143,1,99923,,
1204,34,0X04B402013C336A85,2736,121,143,1,102659,,
1204,34,0X04B402013C336A85,2736,121,143,1,105395,,
1204,34,0X04B402013C336A85,2736,121,143,1,108131,,
1204,48,0X04B402013C336A85,3,20,0,15,328746,,
1204,48,0X04B402013C336A85,1,20,0,27,339444,,
1204,48,0X04B402013C336A85,9568,10,16,1,318801,,
1204,48,0X04B402013C336A85,2,20,0,10,796249,,
1204,46,0X04B402013C336A85,8,20,0,351,924028,,
1204,46,0X04B402013C336A85,8,20,0,351,924108,,
1204,46,0X04B402013C336A85,8,20,0,351,924236,,
1204,46,0X04B402013C336A85,8,20,0,351,924292,,
1204,46,0X04B402013C336A85,8,20,0,351,924348,,
1204,46,0X04B402013C336A85,8,20,0,351,924420,,
1204,46,0X04B402013C336A85,8,20,0,351,924428,,
1204,46,0X04B402013C336A85,8,20,0,351,924468,,
1204,46,0X04B402013C336A85,8,20,0,351,924644,,
1204,46,0X04B402013C336A85,8,20,0,351,924692,,
1204,46,0X04B402013C336A85,8,20,0,351,924812,,
1204,46,0X04B402013C336A85,8,20,0,351,924868,,
1204,46,0X04B402013C336A85,8,20,0,351,922531,,
1204,47,0X04B402013C336A85,723,122,144,104,951064,,
1204,47,0X04B402013C336A85,723,122,144,104,951787,,
1204,47,0X04B402013C336A85,1014,128,94,104,855735,,
1204,41,0X04B402013C336A85,13,20,0,40,25352,,
1204,38,0X04B402013C336A85,6070,131,118,10,31276,,
1204,38,0X04B402013C336A85,6070,131,118,10,37346,,
1204,38,0X04B402013C336A85,6070,131,118,10,43416,,
1204,38,0X04B402013C336A85,6070,131,118,10,49486,,
1204,38,0X04B402013C336A85,112,20,0,21,176544,,
1204,38,0X04B402013C336A85,112,20,0,21,176656,,
1204,38,0X04B402013C336A85,112,20,0,21,176768,,
1204,38,0X04B402013C336A85,109,20,0,21,176877,,
1204,38,0X04B402013C336A85,109,20,0,21,176986,,
1204,38,0X04B402013C336A85,112,20,0,21,177098,,
1204,38,0X04B402013C336A85,109,20,0,21,177207,,
1204,39,0X04B402013C336A85,138,20,0,21,198029,,
1204,39,0X04B402013C336A85,133,20,0,21,197482,,
1204,39,0X04B402013C336A85,138,20,0,21,198438,,
1204,39,0X04B402013C336A85,138,20,0,21,198167,,
1204,39,0X04B402013C336A85,133,20,0,21,198300,,
1204,39,0X04B402013C336A85,133,20,0,21,199113,,
1204,39,0X04B402013C336A85,133,20,0,21,198571,,
1204,39,0X04B402013C336A85,133,20,0,21,198704,,
1204,39,0X04B402013C336A85,138,20,0,21,198980,,
1204,39,0X04B402013C336A85,138,20,0,21,198842,,
1204,39,0X04B402013C336A85,133,20,0,21,199246,,
1204,39,0X04B402013C336A85,138,20,0,21,199384,,
1204,39,0X04B402013C336A85,138,20,0,21,199522,,
1204,39,0X04B402013C336A85,133,20,0,21,199655,,
1204,39,0X04B402013C336A85,138,20,0,21,199931,,
1204,39,0X04B402013C336A85,138,20,0,21,199793,,
1204,39,0X04B402013C336A85,133,20,0,21,200197,,
1204,39,0X04B402013C336A85,133,20,0,21,200064,,
1204,39,0X04B402013C336A85,138,20,0,21,200606,,
1204,39,0X04B402013C336A85,138,20,0,21,200335,,
1204,39,0X04B402013C336A85,133,20,0,21,200468,,
1204,39,0X04B402013C336A85,133,20,0,21,200739,,
1204,39,0X04B402013C336A85,133,20,0,21,201281,,
1204,39,0X04B402013C336A85,138,20,0,21,201010,,
1204,39,0X04B402013C336A85,133,20,0,21,200872,,
1204,39,0X04B402013C336A85,138,20,0,21,201148,,
1204,39,0X04B402013C336A85,138,20,0,21,201419,,
